Fecha_datetime,no2_mean,pix,Year,Month,Day
2004-10-01,7.968813e-05,6.0,2004,10,1
2004-10-02,6.596765e-05,12.0,2004,10,2
2004-10-03,,0.0,2004,10,3
2004-10-04,2.569332e-05,1.0,2004,10,4
2004-10-05,,0.0,2004,10,5
2004-10-06,,0.0,2004,10,6
2004-10-07,0.00012895963,7.0,2004,10,7
2004-10-08,,0.0,2004,10,8
2004-10-09,,0.0,2004,10,9
2004-10-10,7.428889e-05,6.0,2004,10,10
2004-10-11,8.238231e-05,4.0,2004,10,11
2004-10-12,,0.0,2004,10,12
2004-10-13,,0.0,2004,10,13
2004-10-14,5.131767e-05,7.0,2004,10,14
2004-10-15,,0.0,2004,10,15
2004-10-16,,0.0,2004,10,16
2004-10-17,4.5739656e-05,9.0,2004,10,17
2004-10-18,0.00011634861,12.0,2004,10,18
2004-10-19,9.7417855e-05,12.0,2004,10,19
2004-10-20,0.00010307463,12.0,2004,10,20
2004-10-21,0.00013330774,12.0,2004,10,21
2004-10-22,9.22822e-05,12.0,2004,10,22
2004-10-23,8.828614e-05,12.0,2004,10,23
2004-10-24,4.4612283e-05,12.0,2004,10,24
2004-10-25,0.00017353345,12.0,2004,10,25
2004-10-26,,0.0,2004,10,26
2004-10-27,9.3141745e-05,10.0,2004,10,27
2004-10-28,0.00010126187,12.0,2004,10,28
2004-10-29,0.00012260968,12.0,2004,10,29
2004-10-30,0.00011009867,10.0,2004,10,30
2004-10-31,2.9868766e-05,9.0,2004,10,31
2004-11-01,8.8215376e-05,12.0,2004,11,1
2004-11-02,1.0467109e-05,3.0,2004,11,2
2004-11-03,0.00018216505,12.0,2004,11,3
2004-11-04,0.00010140075,8.0,2004,11,4
2004-11-05,9.4639436e-05,12.0,2004,11,5
2004-11-06,0.0002138855,12.0,2004,11,6
2004-11-07,0.00013701561,12.0,2004,11,7
2004-11-08,0.00024586203,12.0,2004,11,8
2004-11-09,0.00010709386,12.0,2004,11,9
2004-11-10,0.00021850137,12.0,2004,11,10
2004-11-11,0.00013729116,12.0,2004,11,11
2004-11-12,0.00018998091,12.0,2004,11,12
2004-11-13,0.00016815313,12.0,2004,11,13
2004-11-14,2.7076892e-05,8.0,2004,11,14
2004-11-15,0.00022049992,11.0,2004,11,15
2004-11-16,9.686038e-05,12.0,2004,11,16
2004-11-17,,0.0,2004,11,17
2004-11-18,0.00018555978,12.0,2004,11,18
2004-11-19,,0.0,2004,11,19
2004-11-20,,0.0,2004,11,20
