Fecha_datetime,no2_mean,pix,Year,Month,Day
2004-10-01,,0.0,2004,10,1
2004-10-02,5.8037098e-05,8.0,2004,10,2
2004-10-03,,0.0,2004,10,3
2004-10-04,2.3779921e-05,8.0,2004,10,4
2004-10-05,3.9286464e-05,12.0,2004,10,5
2004-10-06,,0.0,2004,10,6
2004-10-07,3.958575e-05,11.0,2004,10,7
2004-10-08,4.9498238e-05,12.0,2004,10,8
2004-10-09,4.0161598e-05,12.0,2004,10,9
2004-10-10,3.8938106e-05,12.0,2004,10,10
2004-10-11,,0.0,2004,10,11
2004-10-12,3.3648488e-05,4.0,2004,10,12
2004-10-13,4.9285565e-05,11.0,2004,10,13
2004-10-14,,0.0,2004,10,14
2004-10-15,,0.0,2004,10,15
2004-10-16,,0.0,2004,10,16
2004-10-17,2.174985e-05,9.0,2004,10,17
2004-10-18,3.376654e-05,2.0,2004,10,18
2004-10-19,,0.0,2004,10,19
2004-10-20,,0.0,2004,10,20
2004-10-21,,0.0,2004,10,21
2004-10-22,3.38734e-05,7.0,2004,10,22
2004-10-23,6.1122023e-06,6.0,2004,10,23
2004-10-24,3.0914667e-05,6.0,2004,10,24
2004-10-25,,0.0,2004,10,25
2004-10-26,,0.0,2004,10,26
2004-10-27,4.7480367e-05,9.0,2004,10,27
2004-10-28,1.1122197e-05,7.0,2004,10,28
2004-10-29,3.080044e-05,10.0,2004,10,29
2004-10-30,3.158728e-05,12.0,2004,10,30
2004-10-31,3.5151257e-05,10.0,2004,10,31
2004-11-01,1.8191982e-05,8.0,2004,11,1
2004-11-02,4.1083877e-05,11.0,2004,11,2
2004-11-03,3.0368772e-05,12.0,2004,11,3
2004-11-04,5.2489413e-05,11.0,2004,11,4
2004-11-05,6.430027e-05,12.0,2004,11,5
2004-11-06,2.6070256e-05,9.0,2004,11,6
2004-11-07,,0.0,2004,11,7
2004-11-08,,0.0,2004,11,8
2004-11-09,2.2835466e-05,10.0,2004,11,9
2004-11-10,3.6621994e-05,12.0,2004,11,10
2004-11-11,2.3056988e-05,6.0,2004,11,11
2004-11-12,2.9043298e-05,10.0,2004,11,12
2004-11-13,1.5365527e-05,9.0,2004,11,13
2004-11-14,3.1972562e-05,3.0,2004,11,14
2004-11-15,3.163635e-05,12.0,2004,11,15
2004-11-16,,0.0,2004,11,16
2004-11-17,,0.0,2004,11,17
2004-11-18,4.374649e-05,1.0,2004,11,18
2004-11-19,,0.0,2004,11,19
2004-11-20,,0.0,2004,11,20
2004-11-21,,0.0,2004,11,21
2004-11-22,,0.0,2004,11,22
2004-11-23,,0.0,2004,11,23
2004-11-24,,0.0,2004,11,24
2004-11-25,,0.0,2004,11,25
2004-11-26,,0.0,2004,11,26
2004-11-27,,0.0,2004,11,27
2004-11-28,,0.0,2004,11,28
2004-11-29,,0.0,2004,11,29
2004-11-30,,0.0,2004,11,30
2004-12-01,,0.0,2004,12,1
2004-12-02,,0.0,2004,12,2
2004-12-03,,0.0,2004,12,3
2004-12-04,2.0656367e-05,5.0,2004,12,4
2004-12-05,4.897743e-05,12.0,2004,12,5
2004-12-06,4.710227e-05,12.0,2004,12,6
2004-12-07,5.3852287e-05,12.0,2004,12,7
2004-12-08,3.370545e-05,12.0,2004,12,8
2004-12-09,6.108482e-05,8.0,2004,12,9
2004-12-10,2.2983004e-05,5.0,2004,12,10
2004-12-11,,0.0,2004,12,11
2004-12-12,2.2422651e-05,7.0,2004,12,12
2004-12-13,4.979846e-05,9.0,2004,12,13
2004-12-14,4.4218108e-05,7.0,2004,12,14
2004-12-15,4.0412306e-05,12.0,2004,12,15
2004-12-16,2.343348e-05,12.0,2004,12,16
2004-12-17,5.5539203e-05,11.0,2004,12,17
2004-12-18,,0.0,2004,12,18
2004-12-19,,0.0,2004,12,19
2004-12-20,2.3541703e-05,8.0,2004,12,20
2004-12-21,,0.0,2004,12,21
2004-12-22,,0.0,2004,12,22
2004-12-23,,0.0,2004,12,23
2004-12-24,2.2933089e-05,8.0,2004,12,24
2004-12-25,2.1325717e-05,11.0,2004,12,25
2004-12-26,3.6594447e-05,11.0,2004,12,26
2004-12-27,,0.0,2004,12,27
2004-12-28,2.6454714e-05,8.0,2004,12,28
2004-12-29,3.3556676e-05,9.0,2004,12,29
2004-12-30,4.9139144e-05,11.0,2004,12,30
2004-12-31,3.9216022e-05,11.0,2004,12,31
2005-01-01,2.7612798e-05,12.0,2005,1,1
2005-01-02,3.0375295e-05,12.0,2005,1,2
2005-01-03,3.8066213e-05,12.0,2005,1,3
2005-01-04,,0.0,2005,1,4
2005-01-05,,0.0,2005,1,5
2005-01-06,,0.0,2005,1,6
2005-01-07,4.6323137e-05,8.0,2005,1,7
2005-01-08,5.010773e-05,12.0,2005,1,8
2005-01-09,3.6271165e-05,12.0,2005,1,9
2005-01-10,2.3380102e-05,12.0,2005,1,10
2005-01-11,7.703093e-06,7.0,2005,1,11
2005-01-12,,0.0,2005,1,12
2005-01-13,3.5250985e-05,10.0,2005,1,13
2005-01-14,2.6255726e-05,8.0,2005,1,14
2005-01-15,2.3553695e-05,12.0,2005,1,15
2005-01-16,2.9735744e-05,11.0,2005,1,16
2005-01-17,,0.0,2005,1,17
2005-01-18,4.3117103e-05,11.0,2005,1,18
2005-01-19,,0.0,2005,1,19
2005-01-20,,0.0,2005,1,20
2005-01-21,,0.0,2005,1,21
2005-01-22,5.933836e-05,12.0,2005,1,22
