Fecha_datetime,no2_mean,pix,Year,Month,Day
2004-10-01,,0.0,2004,10,1
2004-10-02,,0.0,2004,10,2
2004-10-03,,0.0,2004,10,3
2004-10-04,1.3087531e-05,6.0,2004,10,4
2004-10-05,0.00013918409,9.0,2004,10,5
2004-10-06,,0.0,2004,10,6
2004-10-07,4.6448706e-05,8.0,2004,10,7
2004-10-08,9.1956936e-05,15.0,2004,10,8
2004-10-09,6.376898e-05,15.0,2004,10,9
2004-10-10,,0.0,2004,10,10
2004-10-11,,0.0,2004,10,11
2004-10-12,2.8957473e-05,3.0,2004,10,12
2004-10-13,,0.0,2004,10,13
2004-10-14,4.6512785e-05,1.0,2004,10,14
2004-10-15,,0.0,2004,10,15
2004-10-16,,0.0,2004,10,16
2004-10-17,3.6290625e-05,5.0,2004,10,17
2004-10-18,,0.0,2004,10,18
2004-10-19,,0.0,2004,10,19
2004-10-20,,0.0,2004,10,20
2004-10-21,6.494379e-05,7.0,2004,10,21
2004-10-22,4.036444e-05,3.0,2004,10,22
2004-10-23,7.3393516e-05,7.0,2004,10,23
2004-10-24,,0.0,2004,10,24
2004-10-25,,0.0,2004,10,25
2004-10-26,,0.0,2004,10,26
2004-10-27,5.765213e-05,12.0,2004,10,27
2004-10-28,2.4649857e-05,5.0,2004,10,28
2004-10-29,0.000115087154,10.0,2004,10,29
2004-10-30,6.74279e-05,15.0,2004,10,30
2004-10-31,2.6899683e-05,2.0,2004,10,31
2004-11-01,2.5616968e-05,3.0,2004,11,1
2004-11-02,1.3993639e-05,2.0,2004,11,2
2004-11-03,3.870873e-05,15.0,2004,11,3
2004-11-04,2.3254881e-05,5.0,2004,11,4
2004-11-05,,0.0,2004,11,5
2004-11-06,3.4431334e-05,5.0,2004,11,6
2004-11-07,,0.0,2004,11,7
2004-11-08,2.1239764e-05,4.0,2004,11,8
2004-11-09,7.8786485e-05,11.0,2004,11,9
2004-11-10,4.9862807e-05,12.0,2004,11,10
2004-11-11,,0.0,2004,11,11
2004-11-12,3.3559027e-05,15.0,2004,11,12
2004-11-13,5.845035e-05,10.0,2004,11,13
2004-11-14,4.8849302e-05,10.0,2004,11,14
2004-11-15,,0.0,2004,11,15
2004-11-16,,0.0,2004,11,16
2004-11-17,,0.0,2004,11,17
2004-11-18,0.00016786708,7.0,2004,11,18
2004-11-19,,0.0,2004,11,19
2004-11-20,,0.0,2004,11,20
2004-11-21,,0.0,2004,11,21
2004-11-22,,0.0,2004,11,22
2004-11-23,,0.0,2004,11,23
2004-11-24,,0.0,2004,11,24
2004-11-25,,0.0,2004,11,25
2004-11-26,,0.0,2004,11,26
2004-11-27,,0.0,2004,11,27
2004-11-28,,0.0,2004,11,28
2004-11-29,,0.0,2004,11,29
2004-11-30,,0.0,2004,11,30
2004-12-01,,0.0,2004,12,1
2004-12-02,3.3401993e-05,3.0,2004,12,2
2004-12-03,,0.0,2004,12,3
2004-12-04,3.252447e-05,10.0,2004,12,4
2004-12-05,3.0610845e-05,9.0,2004,12,5
2004-12-06,1.28336105e-05,3.0,2004,12,6
2004-12-07,3.4644887e-05,4.0,2004,12,7
2004-12-08,4.249509e-05,15.0,2004,12,8
2004-12-09,,0.0,2004,12,9
2004-12-10,4.883995e-05,2.0,2004,12,10
2004-12-11,3.9898936e-05,1.0,2004,12,11
2004-12-12,3.4297027e-05,14.0,2004,12,12
2004-12-13,6.609297e-05,15.0,2004,12,13
2004-12-14,4.0039697e-05,15.0,2004,12,14
2004-12-15,6.568673e-05,13.0,2004,12,15
2004-12-16,5.5947457e-05,13.0,2004,12,16
2004-12-17,8.08007e-06,1.0,2004,12,17
2004-12-18,,0.0,2004,12,18
2004-12-19,,0.0,2004,12,19
2004-12-20,3.4769357e-05,15.0,2004,12,20
2004-12-21,,0.0,2004,12,21
2004-12-22,4.150767e-06,3.0,2004,12,22
2004-12-23,,0.0,2004,12,23
2004-12-24,3.390075e-05,15.0,2004,12,24
2004-12-25,4.6967503e-05,14.0,2004,12,25
2004-12-26,,0.0,2004,12,26
2004-12-27,9.622849e-06,2.0,2004,12,27
2004-12-28,3.262934e-05,6.0,2004,12,28
2004-12-29,7.4398384e-05,11.0,2004,12,29
2004-12-30,4.2257143e-05,15.0,2004,12,30
2004-12-31,4.9088965e-05,14.0,2004,12,31
2005-01-01,2.6456499e-05,15.0,2005,1,1
2005-01-02,3.625133e-05,15.0,2005,1,2
2005-01-03,2.0095358e-05,2.0,2005,1,3
2005-01-04,,0.0,2005,1,4
2005-01-05,2.0969494e-05,3.0,2005,1,5
2005-01-06,2.2832588e-05,3.0,2005,1,6
2005-01-07,2.854999e-05,5.0,2005,1,7
2005-01-08,2.46252e-05,6.0,2005,1,8
2005-01-09,3.431706e-05,15.0,2005,1,9
2005-01-10,4.1880536e-05,14.0,2005,1,10
2005-01-11,,0.0,2005,1,11
2005-01-12,,0.0,2005,1,12
2005-01-13,4.8843554e-05,14.0,2005,1,13
2005-01-14,7.544861e-05,15.0,2005,1,14
2005-01-15,3.065795e-05,15.0,2005,1,15
2005-01-16,,0.0,2005,1,16
2005-01-17,,0.0,2005,1,17
2005-01-18,,0.0,2005,1,18
2005-01-19,,0.0,2005,1,19
2005-01-20,,0.0,2005,1,20
2005-01-21,,0.0,2005,1,21
2005-01-22,,0.0,2005,1,22
2005-01-23,3.885923e-05,5.0,2005,1,23
2005-01-24,2.3772998e-05,2.0,2005,1,24
2005-01-25,9.681094e-06,1.0,2005,1,25
2005-01-26,,0.0,2005,1,26
2005-01-27,,0.0,2005,1,27
2005-01-28,,0.0,2005,1,28
2005-01-29,4.6458546e-05,1.0,2005,1,29
2005-01-30,4.407833e-05,4.0,2005,1,30
2005-01-31,4.148534e-05,15.0,2005,1,31
2005-02-01,4.4556113e-05,9.0,2005,2,1
2005-02-02,,0.0,2005,2,2
2005-02-03,6.853988e-05,8.0,2005,2,3
2005-02-04,3.5001412e-05,2.0,2005,2,4
2005-02-05,3.831734e-05,8.0,2005,2,5
2005-02-06,1.77259e-05,9.0,2005,2,6
2005-02-07,7.929191e-06,9.0,2005,2,7
2005-02-08,3.4765046e-05,14.0,2005,2,8
2005-02-09,3.0113462e-05,12.0,2005,2,9
2005-02-10,5.6962956e-05,15.0,2005,2,10
2005-02-11,,0.0,2005,2,11
2005-02-12,2.464237e-05,10.0,2005,2,12
2005-02-13,6.997429e-05,6.0,2005,2,13
2005-02-14,4.3357235e-05,15.0,2005,2,14
2005-02-15,5.4824704e-05,11.0,2005,2,15
2005-02-16,4.2903117e-05,13.0,2005,2,16
2005-02-17,4.0705865e-05,15.0,2005,2,17
2005-02-18,3.1596865e-05,11.0,2005,2,18
2005-02-19,5.2309562e-05,12.0,2005,2,19
2005-02-20,4.3756074e-05,15.0,2005,2,20
2005-02-21,,0.0,2005,2,21
2005-02-22,6.288254e-05,15.0,2005,2,22
2005-02-23,,0.0,2005,2,23
2005-02-24,3.887379e-05,10.0,2005,2,24
2005-02-25,9.896658e-06,3.0,2005,2,25
2005-02-26,,0.0,2005,2,26
2005-02-27,1.65388e-05,1.0,2005,2,27
2005-02-28,3.8334652e-05,14.0,2005,2,28
2005-03-01,9.851749e-05,9.0,2005,3,1
2005-03-02,,0.0,2005,3,2
2005-03-03,,0.0,2005,3,3
2005-03-04,4.0771603e-05,6.0,2005,3,4
2005-03-05,5.0088427e-05,13.0,2005,3,5
2005-03-06,3.379699e-05,10.0,2005,3,6
2005-03-07,8.6850756e-05,13.0,2005,3,7
2005-03-08,3.972502e-05,12.0,2005,3,8
2005-03-09,8.261464e-05,15.0,2005,3,9
2005-03-10,0.00010426633,14.0,2005,3,10
2005-03-11,4.8862817e-05,15.0,2005,3,11
2005-03-12,7.440609e-05,11.0,2005,3,12
2005-03-13,3.6060803e-05,4.0,2005,3,13
2005-03-14,4.42979e-05,10.0,2005,3,14
2005-03-15,,0.0,2005,3,15
2005-03-16,,0.0,2005,3,16
2005-03-17,6.328083e-05,10.0,2005,3,17
2005-03-18,3.5271394e-05,11.0,2005,3,18
2005-03-19,5.1851566e-05,15.0,2005,3,19
2005-03-20,8.609228e-05,15.0,2005,3,20
2005-03-21,,0.0,2005,3,21
2005-03-22,3.3857246e-05,6.0,2005,3,22
2005-03-23,6.596884e-05,15.0,2005,3,23
2005-03-24,,0.0,2005,3,24
2005-03-25,,0.0,2005,3,25
2005-03-26,,0.0,2005,3,26
2005-03-27,4.7600217e-05,2.0,2005,3,27
2005-03-28,9.070319e-05,12.0,2005,3,28
2005-03-29,4.5893754e-05,15.0,2005,3,29
2005-03-30,3.39865e-05,11.0,2005,3,30
2005-03-31,4.177576e-05,9.0,2005,3,31
2005-04-01,8.410976e-05,15.0,2005,4,1
2005-04-02,3.6125624e-05,14.0,2005,4,2
2005-04-03,4.1736184e-05,15.0,2005,4,3
2005-04-04,4.6511977e-05,2.0,2005,4,4
2005-04-05,,0.0,2005,4,5
2005-04-06,7.0455666e-05,14.0,2005,4,6
2005-04-07,5.350687e-05,15.0,2005,4,7
2005-04-08,7.097392e-05,12.0,2005,4,8
2005-04-09,5.579068e-05,13.0,2005,4,9
2005-04-10,5.044596e-05,15.0,2005,4,10
2005-04-11,9.893417e-05,15.0,2005,4,11
2005-04-12,7.7721386e-05,15.0,2005,4,12
2005-04-13,7.533031e-05,15.0,2005,4,13
2005-04-14,8.114977e-05,15.0,2005,4,14
2005-04-15,8.083758e-05,14.0,2005,4,15
2005-04-16,5.316007e-05,11.0,2005,4,16
2005-04-17,4.800341e-05,10.0,2005,4,17
2005-04-18,0.00010266093,15.0,2005,4,18
2005-04-19,8.953477e-05,15.0,2005,4,19
2005-04-20,7.9249796e-05,15.0,2005,4,20
2005-04-21,2.4783978e-05,8.0,2005,4,21
2005-04-22,5.759355e-05,15.0,2005,4,22
2005-04-23,2.5028176e-05,3.0,2005,4,23
2005-04-24,3.8907096e-05,12.0,2005,4,24
2005-04-25,,0.0,2005,4,25
2005-04-26,,0.0,2005,4,26
2005-04-27,5.4158343e-05,12.0,2005,4,27
2005-04-28,,0.0,2005,4,28
2005-04-29,8.075294e-05,10.0,2005,4,29
2005-04-30,,0.0,2005,4,30
2005-05-01,8.682522e-05,7.0,2005,5,1
2005-05-02,9.788239e-05,12.0,2005,5,2
2005-05-03,0.00012651281,13.0,2005,5,3
2005-05-04,0.00013873524,13.0,2005,5,4
2005-05-05,0.00013327967,14.0,2005,5,5
2005-05-06,0.00013760058,15.0,2005,5,6
2005-05-07,0.00010233004,15.0,2005,5,7
2005-05-08,0.00015500371,14.0,2005,5,8
2005-05-09,,0.0,2005,5,9
2005-05-10,0.00027971517,13.0,2005,5,10
2005-05-11,0.00016737179,15.0,2005,5,11
2005-05-12,0.00014540016,15.0,2005,5,12
2005-05-13,0.0001675295,15.0,2005,5,13
2005-05-14,8.227151e-05,15.0,2005,5,14
2005-05-15,6.896363e-05,13.0,2005,5,15
2005-05-16,9.6217096e-05,15.0,2005,5,16
2005-05-17,2.1855027e-05,4.0,2005,5,17
2005-05-18,0.00019759047,14.0,2005,5,18
2005-05-19,0.000119270284,12.0,2005,5,19
2005-05-20,0.00022620379,13.0,2005,5,20
2005-05-21,,0.0,2005,5,21
2005-05-22,,0.0,2005,5,22
2005-05-23,,0.0,2005,5,23
2005-05-24,,0.0,2005,5,24
2005-05-25,,0.0,2005,5,25
2005-05-26,8.771271e-05,11.0,2005,5,26
2005-05-27,0.000100675235,15.0,2005,5,27
2005-05-28,,0.0,2005,5,28
2005-05-29,7.333472e-05,14.0,2005,5,29
2005-05-30,0.0001481942,15.0,2005,5,30
2005-05-31,0.000109420354,15.0,2005,5,31
2005-06-01,9.976193e-05,15.0,2005,6,1
2005-06-02,0.00018472187,15.0,2005,6,2
2005-06-03,0.00017532617,15.0,2005,6,3
2005-06-04,0.00013710832,15.0,2005,6,4
2005-06-05,7.351683e-05,15.0,2005,6,5
2005-06-06,9.056917e-05,15.0,2005,6,6
2005-06-07,0.00012259718,15.0,2005,6,7
2005-06-08,0.00013293498,15.0,2005,6,8
2005-06-09,0.0001516253,14.0,2005,6,9
2005-06-10,0.00013362986,15.0,2005,6,10
2005-06-11,0.00012072486,15.0,2005,6,11
2005-06-12,6.8751986e-05,15.0,2005,6,12
2005-06-13,0.00010442637,15.0,2005,6,13
2005-06-14,9.180257e-05,15.0,2005,6,14
2005-06-15,0.00014825097,15.0,2005,6,15
2005-06-16,0.0001333693,14.0,2005,6,16
2005-06-17,0.00014318168,15.0,2005,6,17
2005-06-18,5.1551764e-05,3.0,2005,6,18
2005-06-19,4.3229647e-05,10.0,2005,6,19
2005-06-20,,0.0,2005,6,20
2005-06-21,5.6192628e-05,1.0,2005,6,21
2005-06-22,4.9157377e-05,3.0,2005,6,22
2005-06-23,0.00014860238,15.0,2005,6,23
2005-06-24,0.0001301646,12.0,2005,6,24
2005-06-25,0.00013427841,15.0,2005,6,25
2005-06-26,6.422413e-05,15.0,2005,6,26
2005-06-27,0.0001385733,13.0,2005,6,27
2005-06-28,,0.0,2005,6,28
2005-06-29,,0.0,2005,6,29
2005-06-30,0.00013029735,15.0,2005,6,30
2005-07-01,8.244195e-05,15.0,2005,7,1
2005-07-02,8.71076e-05,15.0,2005,7,2
2005-07-03,5.803303e-05,15.0,2005,7,3
2005-07-04,8.838501e-05,15.0,2005,7,4
2005-07-05,,0.0,2005,7,5
2005-07-06,,0.0,2005,7,6
2005-07-07,9.3686765e-05,8.0,2005,7,7
2005-07-08,2.6683758e-05,3.0,2005,7,8
2005-07-09,3.503505e-05,13.0,2005,7,9
2005-07-10,8.649757e-05,14.0,2005,7,10
2005-07-11,0.00015777603,15.0,2005,7,11
2005-07-12,0.00013166943,15.0,2005,7,12
2005-07-13,,0.0,2005,7,13
2005-07-14,0.0001742105,15.0,2005,7,14
2005-07-15,0.00018125844,13.0,2005,7,15
2005-07-16,3.7093785e-05,15.0,2005,7,16
2005-07-17,2.9983616e-05,15.0,2005,7,17
2005-07-18,5.540608e-05,5.0,2005,7,18
2005-07-19,7.7715755e-05,1.0,2005,7,19
2005-07-20,4.4917688e-05,2.0,2005,7,20
2005-07-21,0.00010880927,12.0,2005,7,21
2005-07-22,0.00020667702,14.0,2005,7,22
2005-07-23,7.665057e-05,7.0,2005,7,23
2005-07-24,0.00016690363,7.0,2005,7,24
2005-07-25,1.9741277e-05,4.0,2005,7,25
2005-07-26,0.00011414842,15.0,2005,7,26
2005-07-27,,0.0,2005,7,27
2005-07-28,0.00017761167,15.0,2005,7,28
2005-07-29,0.00025894959,15.0,2005,7,29
2005-07-30,0.000104190825,15.0,2005,7,30
2005-07-31,,0.0,2005,7,31
2005-08-01,0.00015345393,15.0,2005,8,1
2005-08-02,0.00011102554,15.0,2005,8,2
2005-08-03,0.00018991056,15.0,2005,8,3
2005-08-04,0.000110922265,15.0,2005,8,4
2005-08-05,0.00017922671,15.0,2005,8,5
2005-08-06,0.00013377907,14.0,2005,8,6
2005-08-07,9.6380994e-05,12.0,2005,8,7
2005-08-08,2.8444969e-05,5.0,2005,8,8
2005-08-09,,0.0,2005,8,9
2005-08-10,4.853874e-06,4.0,2005,8,10
2005-08-11,8.61789e-05,15.0,2005,8,11
2005-08-12,0.00018280388,15.0,2005,8,12
2005-08-13,0.0001238703,12.0,2005,8,13
2005-08-14,6.848768e-05,15.0,2005,8,14
2005-08-15,0.00014244791,10.0,2005,8,15
2005-08-16,0.00012800137,14.0,2005,8,16
2005-08-17,0.00012790925,15.0,2005,8,17
2005-08-18,9.119217e-05,3.0,2005,8,18
2005-08-19,0.00016373438,9.0,2005,8,19
2005-08-20,6.9350215e-05,12.0,2005,8,20
2005-08-21,5.7864676e-05,14.0,2005,8,21
2005-08-22,0.00011448433,15.0,2005,8,22
2005-08-23,0.00012268992,15.0,2005,8,23
2005-08-24,9.9274526e-05,9.0,2005,8,24
2005-08-25,5.4571003e-05,3.0,2005,8,25
2005-08-26,0.00013777328,11.0,2005,8,26
2005-08-27,,0.0,2005,8,27
2005-08-28,3.3311782e-05,14.0,2005,8,28
2005-08-29,3.7143924e-05,15.0,2005,8,29
2005-08-30,9.216401e-05,15.0,2005,8,30
2005-08-31,9.6883385e-05,11.0,2005,8,31
2005-09-01,,0.0,2005,9,1
2005-09-02,6.150414e-05,7.0,2005,9,2
2005-09-03,7.626946e-05,9.0,2005,9,3
2005-09-04,4.655224e-05,9.0,2005,9,4
2005-09-05,5.266259e-05,15.0,2005,9,5
2005-09-06,0.00017536477,1.0,2005,9,6
2005-09-07,9.764858e-05,1.0,2005,9,7
2005-09-08,2.3049957e-05,3.0,2005,9,8
2005-09-09,8.111997e-05,13.0,2005,9,9
2005-09-10,6.40988e-05,15.0,2005,9,10
2005-09-11,4.4248427e-05,10.0,2005,9,11
2005-09-12,,0.0,2005,9,12
2005-09-13,,0.0,2005,9,13
2005-09-14,,0.0,2005,9,14
2005-09-15,0.00013657969,13.0,2005,9,15
2005-09-16,0.00014564207,7.0,2005,9,16
2005-09-17,6.531331e-05,2.0,2005,9,17
2005-09-18,,0.0,2005,9,18
2005-09-19,,0.0,2005,9,19
2005-09-20,8.8270346e-05,9.0,2005,9,20
2005-09-21,3.167871e-05,8.0,2005,9,21
2005-09-22,,0.0,2005,9,22
2005-09-23,0.00023741611,7.0,2005,9,23
2005-09-24,,0.0,2005,9,24
2005-09-25,3.340129e-06,1.0,2005,9,25
2005-09-26,,0.0,2005,9,26
2005-09-27,1.0743253e-05,3.0,2005,9,27
2005-09-28,4.1307103e-05,8.0,2005,9,28
2005-09-29,8.209421e-05,13.0,2005,9,29
2005-09-30,,0.0,2005,9,30
2005-10-01,,0.0,2005,10,1
2005-10-02,,0.0,2005,10,2
2005-10-03,,0.0,2005,10,3
2005-10-04,3.7693164e-05,8.0,2005,10,4
2005-10-05,,0.0,2005,10,5
2005-10-06,7.646334e-05,5.0,2005,10,6
2005-10-07,0.0001237437,9.0,2005,10,7
2005-10-08,6.229171e-05,15.0,2005,10,8
2005-10-09,6.442536e-05,5.0,2005,10,9
2005-10-10,8.132975e-05,8.0,2005,10,10
