Fecha_datetime,no2_mean,pix,Year,Month,Day
2004-10-01,,0.0,2004,10,1
2004-10-02,2.5527067e-06,1.0,2004,10,2
2004-10-03,5.4341992e-05,1.0,2004,10,3
2004-10-04,,0.0,2004,10,4
2004-10-05,,0.0,2004,10,5
2004-10-06,,0.0,2004,10,6
2004-10-07,,0.0,2004,10,7
2004-10-08,,0.0,2004,10,8
2004-10-09,5.0077153e-05,1.0,2004,10,9
2004-10-10,1.3319316e-05,1.0,2004,10,10
2004-10-11,,0.0,2004,10,11
2004-10-12,9.087858e-06,5.0,2004,10,12
2004-10-13,,0.0,2004,10,13
2004-10-14,1.4052765e-05,3.0,2004,10,14
2004-10-15,,0.0,2004,10,15
2004-10-16,,0.0,2004,10,16
2004-10-17,1.7159926e-05,1.0,2004,10,17
2004-10-18,1.1791176e-05,1.0,2004,10,18
2004-10-19,,0.0,2004,10,19
2004-10-20,,0.0,2004,10,20
2004-10-21,,0.0,2004,10,21
2004-10-22,,0.0,2004,10,22
2004-10-23,2.1018293e-05,1.0,2004,10,23
2004-10-24,8.034091e-06,2.0,2004,10,24
2004-10-25,4.6184912e-05,2.0,2004,10,25
2004-10-26,,0.0,2004,10,26
2004-10-27,,0.0,2004,10,27
2004-10-28,,0.0,2004,10,28
2004-10-29,,0.0,2004,10,29
2004-10-30,,0.0,2004,10,30
2004-10-31,1.640781e-06,1.0,2004,10,31
2004-11-01,2.275431e-05,1.0,2004,11,1
2004-11-02,,0.0,2004,11,2
2004-11-03,,0.0,2004,11,3
2004-11-04,2.1221373e-05,3.0,2004,11,4
2004-11-05,,0.0,2004,11,5
2004-11-06,,0.0,2004,11,6
2004-11-07,1.5096761e-05,1.0,2004,11,7
2004-11-08,,0.0,2004,11,8
2004-11-09,,0.0,2004,11,9
2004-11-10,,0.0,2004,11,10
2004-11-11,1.3932702e-05,3.0,2004,11,11
2004-11-12,,0.0,2004,11,12
2004-11-13,,0.0,2004,11,13
2004-11-14,,0.0,2004,11,14
2004-11-15,1.7716739e-05,4.0,2004,11,15
2004-11-16,,0.0,2004,11,16
2004-11-17,,0.0,2004,11,17
2004-11-18,,0.0,2004,11,18
2004-11-19,,0.0,2004,11,19
2004-11-20,,0.0,2004,11,20
2004-11-21,,0.0,2004,11,21
2004-11-22,,0.0,2004,11,22
2004-11-23,,0.0,2004,11,23
2004-11-24,,0.0,2004,11,24
2004-11-25,,0.0,2004,11,25
2004-11-26,,0.0,2004,11,26
2004-11-27,,0.0,2004,11,27
2004-11-28,,0.0,2004,11,28
2004-11-29,,0.0,2004,11,29
2004-11-30,,0.0,2004,11,30
2004-12-01,,0.0,2004,12,1
2004-12-02,,0.0,2004,12,2
2004-12-03,,0.0,2004,12,3
2004-12-04,,0.0,2004,12,4
2004-12-05,,0.0,2004,12,5
2004-12-06,1.0909448e-05,2.0,2004,12,6
2004-12-07,,0.0,2004,12,7
2004-12-08,,0.0,2004,12,8
2004-12-09,,0.0,2004,12,9
2004-12-10,1.810485e-05,4.0,2004,12,10
2004-12-11,,0.0,2004,12,11
2004-12-12,,0.0,2004,12,12
2004-12-13,,0.0,2004,12,13
2004-12-14,,0.0,2004,12,14
2004-12-15,,0.0,2004,12,15
2004-12-16,,0.0,2004,12,16
2004-12-17,1.855543e-05,1.0,2004,12,17
2004-12-18,,0.0,2004,12,18
2004-12-19,,0.0,2004,12,19
2004-12-20,,0.0,2004,12,20
2004-12-21,,0.0,2004,12,21
2004-12-22,2.2370157e-05,6.0,2004,12,22
2004-12-23,5.2276573e-06,2.0,2004,12,23
2004-12-24,3.2462878e-05,6.0,2004,12,24
2004-12-25,7.090376e-06,4.0,2004,12,25
2004-12-26,1.0023577e-05,5.0,2004,12,26
2004-12-27,1.971894e-05,5.0,2004,12,27
2004-12-28,,0.0,2004,12,28
2004-12-29,,0.0,2004,12,29
2004-12-30,,0.0,2004,12,30
2004-12-31,1.3293453e-05,5.0,2004,12,31
2005-01-01,,0.0,2005,1,1
2005-01-02,,0.0,2005,1,2
2005-01-03,,0.0,2005,1,3
2005-01-04,1.5881342e-05,2.0,2005,1,4
2005-01-05,,0.0,2005,1,5
2005-01-06,,0.0,2005,1,6
2005-01-07,,0.0,2005,1,7
2005-01-08,,0.0,2005,1,8
2005-01-09,,0.0,2005,1,9
2005-01-10,,0.0,2005,1,10
2005-01-11,2.002581e-05,1.0,2005,1,11
2005-01-12,,0.0,2005,1,12
2005-01-13,2.7278553e-05,4.0,2005,1,13
2005-01-14,1.5813084e-06,1.0,2005,1,14
2005-01-15,,0.0,2005,1,15
2005-01-16,2.761834e-05,6.0,2005,1,16
2005-01-17,,0.0,2005,1,17
2005-01-18,2.1510301e-05,6.0,2005,1,18
2005-01-19,,0.0,2005,1,19
2005-01-20,,0.0,2005,1,20
2005-01-21,,0.0,2005,1,21
2005-01-22,,0.0,2005,1,22
2005-01-23,1.7282513e-05,6.0,2005,1,23
2005-01-24,1.5606853e-05,5.0,2005,1,24
2005-01-25,,0.0,2005,1,25
2005-01-26,1.2458285e-06,1.0,2005,1,26
2005-01-27,9.41818e-06,3.0,2005,1,27
2005-01-28,,0.0,2005,1,28
2005-01-29,1.4260877e-05,3.0,2005,1,29
2005-01-30,1.2040913e-05,4.0,2005,1,30
2005-01-31,5.959833e-05,6.0,2005,1,31
2005-02-01,2.4493309e-05,6.0,2005,2,1
2005-02-02,,0.0,2005,2,2
2005-02-03,1.1644173e-05,6.0,2005,2,3
2005-02-04,,0.0,2005,2,4
2005-02-05,,0.0,2005,2,5
2005-02-06,,0.0,2005,2,6
2005-02-07,4.0876843e-05,1.0,2005,2,7
2005-02-08,,0.0,2005,2,8
2005-02-09,,0.0,2005,2,9
2005-02-10,,0.0,2005,2,10
2005-02-11,,0.0,2005,2,11
2005-02-12,,0.0,2005,2,12
2005-02-13,5.129272e-05,1.0,2005,2,13
2005-02-14,6.270353e-05,3.0,2005,2,14
2005-02-15,2.6548616e-05,4.0,2005,2,15
2005-02-16,,0.0,2005,2,16
2005-02-17,1.5530415e-05,2.0,2005,2,17
2005-02-18,,0.0,2005,2,18
2005-02-19,,0.0,2005,2,19
2005-02-20,,0.0,2005,2,20
